,Date,hamar,krsand,namsos,troms,bergen
1928,2019-04-13,,,,,
1929,2019-04-14,,,,,
1930,2019-04-15,,,,,
1931,2019-04-16,,,,,
1932,2019-04-17,,,,,
1933,2019-04-18,,,,,
1934,2019-04-19,,,,,
1935,2019-04-20,,,,,
1936,2019-04-21,,,,,
1937,2019-04-22,,,,,
1938,2019-04-23,,,,,
1939,2019-04-24,,,,,
1940,2019-04-25,,,,,
1941,2019-04-26,,,,,
1942,2019-04-27,,,,,
1943,2019-04-28,,,,,
1944,2019-04-29,,,,,
1945,2019-04-30,,,,,
1946,2019-05-01,,,,,
1947,2019-05-02,,,,,
1948,2019-05-03,,,,,
1949,2019-05-04,,,,,
1950,2019-05-05,,,,,
1951,2019-05-06,,,,,
1952,2019-05-07,,,,,
1953,2019-05-08,,,,,
1954,2019-05-09,,,,,
1955,2019-05-10,,,,,
1956,2019-05-11,,,,,
1957,2019-05-12,,,,,
1958,2019-05-13,,,,,
1959,2019-05-14,,,,,
1960,2019-05-15,,,,,
1961,2019-05-16,,,,,
1962,2019-05-17,,,,,
1963,2019-05-18,,,,,
1964,2019-05-19,,,,,
1965,2019-05-20,,,,,
1966,2019-05-21,,,,,
1967,2019-05-22,,,,,
1968,2019-05-23,,,,,
1969,2019-05-24,,,,,
1970,2019-05-25,,,,,
1971,2019-05-26,,,,,
1972,2019-05-27,,,,,
1973,2019-05-28,,,,,
1974,2019-05-29,,,,,
1975,2019-05-30,,,,,
1976,2019-05-31,,,,,
1977,2019-06-01,,,,,
1978,2019-06-02,,,,,
1979,2019-06-03,,,,,
1980,2019-06-04,,,,,
1981,2019-06-05,,,,,
1982,2019-06-06,,,,,
1983,2019-06-07,,,,,
1984,2019-06-08,,,,,
1985,2019-06-09,,,,,
1986,2019-06-10,,,,,
1987,2019-06-11,,,,,
1988,2019-06-12,,,,,
1989,2019-06-13,,,,,
1990,2019-06-14,,,,,
1991,2019-06-15,,,,,
1992,2019-06-16,,,,,
1993,2019-06-17,,,,,
1994,2019-06-18,,,,,
1995,2019-06-19,,,,,
1996,2019-06-20,,,,,
1997,2019-06-21,,,,,
1998,2019-06-22,,,,,
1999,2019-06-23,,,,,
2000,2019-06-24,,,,,
2001,2019-06-25,,,,,
2002,2019-06-26,,,,,
2003,2019-06-27,,,,,
2004,2019-06-28,,,,,
2005,2019-06-29,,,,,
2006,2019-06-30,,,,,
2007,2019-07-01,,,,,
2008,2019-07-02,,,,,
2009,2019-07-03,,,,,
2010,2019-07-04,,,,,
2011,2019-07-05,,,,,
2012,2019-07-06,,,,,
2013,2019-07-07,,,,,
2014,2019-07-08,,,,,
2015,2019-07-09,,,,,
2016,2019-07-10,,,,,
2017,2019-07-11,,,,,
2018,2019-07-12,,,,,
2019,2019-07-13,,,,,
2020,2019-07-14,,,,,
2021,2019-07-15,,,,,
2022,2019-07-16,,,,,
2023,2019-07-17,,,,,
2024,2019-07-18,,,,,
2025,2019-07-19,,,,,
2026,2019-07-20,,,,,
2027,2019-07-21,,,,,
2028,2019-07-22,,,,,
2029,2019-07-23,,,,,
2030,2019-07-24,,,,,
2031,2019-07-25,,,,,
2032,2019-07-26,,,,,
2033,2019-07-27,,,,,
2034,2019-07-28,,,,,
2035,2019-07-29,,,,,
2036,2019-07-30,,,,,
2037,2019-07-31,,,,,
2038,2019-08-01,,,,,
2039,2019-08-02,,,,,
2040,2019-08-03,,,,,
2041,2019-08-04,,,,,
2042,2019-08-05,,,,,
2043,2019-08-06,,,,,
2044,2019-08-07,,,,,
2045,2019-08-08,,,,,
2046,2019-08-09,,,,,
2047,2019-08-10,,,,,
2048,2019-08-11,,,,,
2049,2019-08-12,,,,,
2050,2019-08-13,,,,,
2051,2019-08-14,,,,,
2052,2019-08-15,,,,,
2053,2019-08-16,,,,,
2054,2019-08-17,,,,,
2055,2019-08-18,,,,,
2056,2019-08-19,,,,,
2057,2019-08-20,,,,,
2058,2019-08-21,,,,,
2059,2019-08-22,,,,,
2060,2019-08-23,,,,,
2061,2019-08-24,,,,,
2062,2019-08-25,,,,,
2063,2019-08-26,,,,,
2064,2019-08-27,,,,,
2065,2019-08-28,,,,,
2066,2019-08-29,,,,,
2067,2019-08-30,,,,,
2068,2019-08-31,,,,,
2069,2019-09-01,,,,,
2070,2019-09-02,,,,,
2071,2019-09-03,,,,,
2072,2019-09-04,,,,,
2073,2019-09-05,,,,,
2074,2019-09-06,,,,,
2075,2019-09-07,,,,,
2076,2019-09-08,,,,,
2077,2019-09-09,,,,,
2078,2019-09-10,,,,,
2079,2019-09-11,,,,,
2080,2019-09-12,,,,,
2081,2019-09-13,,,,,
2082,2019-09-14,,,,,
2083,2019-09-15,,,,,
2084,2019-09-16,,,,,
2085,2019-09-17,,,,,
2086,2019-09-18,,,,,
2087,2019-09-19,,,,,
2088,2019-09-20,,,,,
2089,2019-09-21,,,,,
2090,2019-09-22,,,,,
2091,2019-09-23,,,,,
2092,2019-09-24,,,,,
2093,2019-09-25,,,,,
2094,2019-09-26,,,,,
2095,2019-09-27,,,,,
2096,2019-09-28,,,,,
2097,2019-09-29,,,,,
2098,2019-09-30,,,,,
2099,2019-10-01,,,,,
2100,2019-10-02,,,,,
2101,2019-10-03,,,,,
2102,2019-10-04,,,,,
2103,2019-10-05,,,,,
2104,2019-10-06,,,,,
2105,2019-10-07,,,,,
2106,2019-10-08,,,,,
2107,2019-10-09,,,,,
2108,2019-10-10,,,,,
2109,2019-10-11,,,,,
2110,2019-10-12,,,,,
2111,2019-10-13,,,,,
2112,2019-10-14,,,,,
2113,2019-10-15,,,,,
2114,2019-10-16,,,,,
2115,2019-10-17,,,,,
2116,2019-10-18,,,,,
2117,2019-10-19,,,,,
2118,2019-10-20,,,,,
2119,2019-10-21,,,,,
2120,2019-10-22,,,,,
2121,2019-10-23,,,,,
2122,2019-10-24,,,,,
2123,2019-10-25,,,,,
2124,2019-10-26,,,,,
2125,2019-10-27,,,,,
2126,2019-10-28,,,,,
2127,2019-10-29,,,,,
2128,2019-10-30,,,,,
2129,2019-10-31,,,,,
2130,2019-11-01,,,,,
2131,2019-11-02,,,,,
2132,2019-11-03,,,,,
2133,2019-11-04,,,,,
2134,2019-11-05,,,,,
2135,2019-11-06,,,,,
2136,2019-11-07,,,,,
2137,2019-11-08,,,,,
2138,2019-11-09,,,,,
2139,2019-11-10,,,,,
2140,2019-11-11,,,,,
2141,2019-11-12,,,,,
2142,2019-11-13,,,,,
2143,2019-11-14,,,,,
2144,2019-11-15,,,,,
2145,2019-11-16,,,,,
2146,2019-11-17,,,,,
2147,2019-11-18,,,,,
2148,2019-11-19,,,,,
2149,2019-11-20,,,,,
2150,2019-11-21,,,,,
2151,2019-11-22,,,,,
2152,2019-11-23,,,,,
2153,2019-11-24,,,,,
2154,2019-11-25,,,,,
2155,2019-11-26,,,,,
2156,2019-11-27,,,,,
2157,2019-11-28,,,,,
2158,2019-11-29,,,,,
2159,2019-11-30,,,,,
2160,2019-12-01,,,,,
2161,2019-12-02,,,,,
2162,2019-12-03,,,,,
2163,2019-12-04,,,,,
2164,2019-12-05,,,,,
2165,2019-12-06,,,,,
2166,2019-12-07,,,,,
2167,2019-12-08,,,,,
2168,2019-12-09,,,,,
2169,2019-12-10,,,,,
2170,2019-12-11,,,,,
2171,2019-12-12,,,,,
2172,2019-12-13,,,,,
2173,2019-12-14,,,,,
2174,2019-12-15,,,,,
2175,2019-12-16,,,,,
2176,2019-12-17,,,,,
2177,2019-12-18,,,,,
2178,2019-12-19,,,,,
2179,2019-12-20,,,,,
2180,2019-12-21,,,,,
2181,2019-12-22,,,,,
2182,2019-12-23,,,,,
2183,2019-12-24,,,,,
2184,2019-12-25,,,,,
2185,2019-12-26,,,,,
2186,2019-12-27,,,,,
2187,2019-12-28,,,,,
2188,2019-12-29,,,,,
2189,2019-12-30,,,,,
2190,2019-12-31,,,,,
2191,2020-01-01,,,,,
2192,2020-01-02,,,,,
2193,2020-01-03,,,,,
2194,2020-01-04,,,,,
2195,2020-01-05,,,,,
2196,2020-01-06,,,,,
2197,2020-01-07,,,,,
2198,2020-01-08,,,,,
2199,2020-01-09,,,,,
2200,2020-01-10,,,,,
2201,2020-01-11,,,,,
2202,2020-01-12,,,,,
2203,2020-01-13,,,,,
2204,2020-01-14,,,,,
2205,2020-01-15,,,,,
2206,2020-01-16,,,,,
2207,2020-01-17,,,,,
2208,2020-01-18,,,,,
2209,2020-01-19,,,,,
2210,2020-01-20,,,,,
2211,2020-01-21,,,,,
2212,2020-01-22,,,,,
2213,2020-01-23,,,,,
2214,2020-01-24,,,,,
2215,2020-01-25,,,,,
2216,2020-01-26,,,,,
2217,2020-01-27,,,,,
2218,2020-01-28,,,,,
2219,2020-01-29,,,,,
2220,2020-01-30,,,,,
2221,2020-01-31,,,,,
2222,2020-02-01,,,,,
2223,2020-02-02,,,,,
2224,2020-02-03,,,,,
2225,2020-02-04,,,,,
2226,2020-02-05,,,,,
2227,2020-02-06,,,,,
2228,2020-02-07,,,,,
2229,2020-02-08,,,,,
2230,2020-02-09,,,,,
2231,2020-02-10,,,,,
2232,2020-02-11,,,,,
2233,2020-02-12,,,,,
2234,2020-02-13,,,,,
2235,2020-02-14,,,,,
2236,2020-02-15,,,,,
2237,2020-02-16,,,,,
2238,2020-02-17,,,,,
2239,2020-02-18,,,,,
2240,2020-02-19,,,,,
2241,2020-02-20,,,,,
2242,2020-02-21,,,,,
2243,2020-02-22,,,,,
2244,2020-02-23,,,,,
2245,2020-02-24,,,,,
2246,2020-02-25,,,,,
2247,2020-02-26,,,,,
2248,2020-02-27,,,,,
2249,2020-02-28,,,,,
2250,2020-02-29,,,,,
2251,2020-03-01,,,,,
2252,2020-03-02,,,,,
2253,2020-03-03,,,,,
2254,2020-03-04,,,,,
2255,2020-03-05,,,,,
2256,2020-03-06,,,,,
2257,2020-03-07,,,,,
2258,2020-03-08,,,,,
2259,2020-03-09,,,,,
2260,2020-03-10,,,,,
2261,2020-03-11,,,,,
2262,2020-03-12,,,,,
2263,2020-03-13,,,,,
2264,2020-03-14,,,,,
2265,2020-03-15,,,,,
2266,2020-03-16,,,,,
2267,2020-03-17,,,,,
2268,2020-03-18,,,,,
2269,2020-03-19,,,,,
2270,2020-03-20,,,,,
2271,2020-03-21,,,,,
2272,2020-03-22,,,,,
2273,2020-03-23,,,,,
2274,2020-03-24,,,,,
2275,2020-03-25,,,,,
2276,2020-03-26,,,,,
2277,2020-03-27,,,,,
2278,2020-03-28,,,,,
2279,2020-03-29,,,,,
2280,2020-03-30,,,,,
2281,2020-03-31,,,,,
2282,2020-04-01,,,,,
2283,2020-04-02,,,,,
2284,2020-04-03,,,,,
2285,2020-04-04,,,,,
2286,2020-04-05,,,,,
2287,2020-04-06,,,,,
2288,2020-04-07,,,,,
2289,2020-04-08,,,,,
2290,2020-04-09,,,,,
2291,2020-04-10,,,,,
2292,2020-04-11,,,,,
2293,2020-04-12,,,,,
2294,2020-04-13,,,,,
2295,2020-04-14,,,,,
2296,2020-04-15,,,,,
2297,2020-04-16,,,,,
2298,2020-04-17,,,,,
2299,2020-04-18,,,,,
2300,2020-04-19,,,,,
2301,2020-04-20,,,,,
2302,2020-04-21,,,,,
2303,2020-04-22,,,,,
2304,2020-04-23,,,,,
2305,2020-04-24,,,,,
2306,2020-04-25,,,,,
2307,2020-04-26,,,,,
2308,2020-04-27,,,,,
2309,2020-04-28,,,,,
2310,2020-04-29,,,,,
2311,2020-04-30,,,,,
2312,2020-05-01,,,,,
2313,2020-05-02,,,,,
2314,2020-05-03,,,,,
2315,2020-05-04,,,,,
2316,2020-05-05,,,,,
2317,2020-05-06,,,,,
2318,2020-05-07,,,,,
2319,2020-05-08,,,,,
2320,2020-05-09,,,,,
2321,2020-05-10,,,,,
2322,2020-05-11,,,,,
2323,2020-05-12,,,,,
2324,2020-05-13,,,,,
2325,2020-05-14,,,,,
2326,2020-05-15,,,,,
2327,2020-05-16,,,,,
2328,2020-05-17,,,,,
2329,2020-05-18,,,,,
2330,2020-05-19,,,,,
2331,2020-05-20,,,,,
2332,2020-05-21,,,,,
2333,2020-05-22,,,,,
2334,2020-05-23,,,,,
2335,2020-05-24,,,,,
2336,2020-05-25,,,,,
2337,2020-05-26,,,,,
2338,2020-05-27,,,,,
2339,2020-05-28,,,,,
2340,2020-05-29,,,,,
2341,2020-05-30,,,,,
2342,2020-05-31,,,,,
2343,2020-06-01,,,,,
2344,2020-06-02,,,,,
2345,2020-06-03,,,,,
2346,2020-06-04,,,,,
2347,2020-06-05,,,,,
2348,2020-06-06,,,,,
2349,2020-06-07,,,,,
2350,2020-06-08,,,,,
2351,2020-06-09,,,,,
2352,2020-06-10,,,,,
2353,2020-06-11,,,,,
2354,2020-06-12,,,,,
2355,2020-06-13,,,,,
2356,2020-06-14,,,,,
2357,2020-06-15,,,,,
2358,2020-06-16,,,,,
2359,2020-06-17,,,,,
2360,2020-06-18,,,,,
2361,2020-06-19,,,,,
2362,2020-06-20,,,,,
2363,2020-06-21,,,,,
2364,2020-06-22,,,,,
2365,2020-06-23,,,,,
2366,2020-06-24,,,,,
2367,2020-06-25,,,,,
2368,2020-06-26,,,,,
2369,2020-06-27,,,,,
2370,2020-06-28,,,,,
2371,2020-06-29,,,,,
2372,2020-06-30,,,,,
2373,2020-07-01,,,,,
2374,2020-07-02,,,,,
2375,2020-07-03,,,,,
2376,2020-07-04,,,,,
2377,2020-07-05,,,,,
2378,2020-07-06,,,,,
2379,2020-07-07,,,,,
2380,2020-07-08,,,,,
2381,2020-07-09,,,,,
2382,2020-07-10,,,,,
2383,2020-07-11,,,,,
2384,2020-07-12,,,,,
2385,2020-07-13,,,,,
2386,2020-07-14,,,,,
2387,2020-07-15,,,,,
2388,2020-07-16,,,,,
2389,2020-07-17,,,,,
2390,2020-07-18,,,,,
2391,2020-07-19,,,,,
2392,2020-07-20,,,,,
2393,2020-07-21,,,,,
2394,2020-07-22,,,,,
2395,2020-07-23,,,,,
2396,2020-07-24,,,,,
2397,2020-07-25,,,,,
2398,2020-07-26,,,,,
2399,2020-07-27,,,,,
2400,2020-07-28,,,,,
2401,2020-07-29,,,,,
2402,2020-07-30,,,,,
2403,2020-07-31,,,,,
2404,2020-08-01,,,,,
2405,2020-08-02,,,,,
2406,2020-08-03,,,,,
2407,2020-08-04,,,,,
2408,2020-08-05,,,,,
2409,2020-08-06,,,,,
2410,2020-08-07,,,,,
2411,2020-08-08,,,,,
2412,2020-08-09,,,,,
2413,2020-08-10,,,,,
2414,2020-08-11,,,,,
2415,2020-08-12,,,,,
2416,2020-08-13,,,,,
2417,2020-08-14,,,,,
2418,2020-08-15,,,,,
2419,2020-08-16,,,,,
2420,2020-08-17,,,,,
2421,2020-08-18,,,,,
2422,2020-08-19,,,,,
2423,2020-08-20,,,,,
2424,2020-08-21,,,,,
2425,2020-08-22,,,,,
2426,2020-08-23,,,,,
2427,2020-08-24,,,,,
2428,2020-08-25,,,,,
2429,2020-08-26,,,,,
2430,2020-08-27,,,,,
2431,2020-08-28,,,,,
2432,2020-08-29,,,,,
2433,2020-08-30,,,,,
2434,2020-08-31,,,,,
2435,2020-09-01,,,,,
2436,2020-09-02,,,,,
2437,2020-09-03,,,,,
2438,2020-09-04,,,,,
2439,2020-09-05,,,,,
2440,2020-09-06,,,,,
2441,2020-09-07,,,,,
2442,2020-09-08,,,,,
2443,2020-09-09,,,,,
2444,2020-09-10,,,,,
2445,2020-09-11,,,,,
2446,2020-09-12,,,,,
2447,2020-09-13,,,,,
2448,2020-09-14,,,,,
2449,2020-09-15,,,,,
2450,2020-09-16,,,,,
2451,2020-09-17,,,,,
2452,2020-09-18,,,,,
2453,2020-09-19,,,,,
2454,2020-09-20,,,,,
2455,2020-09-21,,,,,
2456,2020-09-22,,,,,
2457,2020-09-23,,,,,
2458,2020-09-24,,,,,
2459,2020-09-25,,,,,
2460,2020-09-26,,,,,
2461,2020-09-27,,,,,
2462,2020-09-28,,,,,
2463,2020-09-29,,,,,
2464,2020-09-30,,,,,
2465,2020-10-01,,,,,
2466,2020-10-02,,,,,
2467,2020-10-03,,,,,
2468,2020-10-04,,,,,
2469,2020-10-05,,,,,
2470,2020-10-06,,,,,
2471,2020-10-07,,,,,
2472,2020-10-08,,,,,
2473,2020-10-09,,,,,
2474,2020-10-10,,,,,
2475,2020-10-11,,,,,
2476,2020-10-12,,,,,
2477,2020-10-13,,,,,
2478,2020-10-14,,,,,
2479,2020-10-15,,,,,
2480,2020-10-16,,,,,
2481,2020-10-17,,,,,
2482,2020-10-18,,,,,
2483,2020-10-19,,,,,
2484,2020-10-20,,,,,
2485,2020-10-21,,,,,
2486,2020-10-22,,,,,
2487,2020-10-23,,,,,
2488,2020-10-24,,,,,
2489,2020-10-25,,,,,
2490,2020-10-26,,,,,
2491,2020-10-27,,,,,
2492,2020-10-28,,,,,
2493,2020-10-29,,,,,
2494,2020-10-30,,,,,
2495,2020-10-31,,,,,
2496,2020-11-01,,,,,
2497,2020-11-02,,,,,
2498,2020-11-03,,,,,
2499,2020-11-04,,,,,
2500,2020-11-05,,,,,
2501,2020-11-06,,,,,
2502,2020-11-07,,,,,
2503,2020-11-08,,,,,
2504,2020-11-09,,,,,
2505,2020-11-10,,,,,
2506,2020-11-11,,,,,
2507,2020-11-12,,,,,
2508,2020-11-13,,,,,
2509,2020-11-14,,,,,
2510,2020-11-15,,,,,
2511,2020-11-16,,,,,
2512,2020-11-17,,,,,
2513,2020-11-18,,,,,
2514,2020-11-19,,,,,
2515,2020-11-20,,,,,
2516,2020-11-21,,,,,
2517,2020-11-22,,,,,
2518,2020-11-23,,,,,
2519,2020-11-24,,,,,
2520,2020-11-25,,,,,
2521,2020-11-26,,,,,
2522,2020-11-27,,,,,
2523,2020-11-28,,,,,
2524,2020-11-29,,,,,
2525,2020-11-30,,,,,
2526,2020-12-01,,,,,
2527,2020-12-02,,,,,
2528,2020-12-03,,,,,
2529,2020-12-04,,,,,
2530,2020-12-05,,,,,
2531,2020-12-06,,,,,
2532,2020-12-07,,,,,
2533,2020-12-08,,,,,
2534,2020-12-09,,,,,
2535,2020-12-10,,,,,
2536,2020-12-11,,,,,
2537,2020-12-12,,,,,
2538,2020-12-13,,,,,
2539,2020-12-14,,,,,
2540,2020-12-15,,,,,
2541,2020-12-16,,,,,
2542,2020-12-17,,,,,
2543,2020-12-18,,,,,
2544,2020-12-19,,,,,
2545,2020-12-20,,,,,
2546,2020-12-21,,,,,
2547,2020-12-22,,,,,
2548,2020-12-23,,,,,
2549,2020-12-24,,,,,
2550,2020-12-25,,,,,
2551,2020-12-26,,,,,
2552,2020-12-27,,,,,
2553,2020-12-28,,,,,
2554,2020-12-29,,,,,
2555,2020-12-30,,,,,
2556,2020-12-31,,,,,
