"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Sweden (SE)","09.07.2015 10:00 - 09.07.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7013","n/e","5983","269","n/e","n/e","n/e","n/e","2447"
"Sweden (SE)","09.07.2015 11:00 - 09.07.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6925","n/e","5946","269","n/e","n/e","n/e","n/e","2490"
"Sweden (SE)","09.07.2015 12:00 - 09.07.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6997","n/e","5947","270","n/e","n/e","n/e","n/e","2486"
"Sweden (SE)","09.07.2015 13:00 - 09.07.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6748","n/e","5955","270","n/e","n/e","n/e","n/e","2587"
"Sweden (SE)","09.07.2015 14:00 - 09.07.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6674","n/e","6014","269","n/e","n/e","n/e","n/e","2651"
"Sweden (SE)","09.07.2015 15:00 - 09.07.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6613","n/e","6066","269","n/e","n/e","n/e","n/e","2648"
"Sweden (SE)","09.07.2015 16:00 - 09.07.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6472","n/e","6095","269","n/e","n/e","n/e","n/e","2714"
"Sweden (SE)","09.07.2015 17:00 - 09.07.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6534","n/e","6099","268","n/e","n/e","n/e","n/e","2762"
"Sweden (SE)","09.07.2015 18:00 - 09.07.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6241","n/e","6101","261","n/e","n/e","n/e","n/e","2686"
"Sweden (SE)","09.07.2015 19:00 - 09.07.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6148","n/e","6103","261","n/e","n/e","n/e","n/e","2643"
"Sweden (SE)","09.07.2015 20:00 - 09.07.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6014","n/e","6101","261","n/e","n/e","n/e","n/e","2768"
"Sweden (SE)","09.07.2015 21:00 - 09.07.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5760","n/e","6100","261","n/e","n/e","n/e","n/e","2803"
"Sweden (SE)","09.07.2015 22:00 - 09.07.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5570","n/e","6103","261","n/e","n/e","n/e","n/e","2884"
"Sweden (SE)","09.07.2015 23:00 - 10.07.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5101","n/e","6105","261","n/e","n/e","n/e","n/e","3014"
"Sweden (SE)","10.07.2015 00:00 - 10.07.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4612","n/e","6013","247","n/e","n/e","n/e","n/e","3118"
"Sweden (SE)","10.07.2015 01:00 - 10.07.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4356","n/e","5880","245","n/e","n/e","n/e","n/e","3155"
"Sweden (SE)","10.07.2015 02:00 - 10.07.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4113","n/e","5872","244","n/e","n/e","n/e","n/e","3043"
"Sweden (SE)","10.07.2015 03:00 - 10.07.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3998","n/e","5871","247","n/e","n/e","n/e","n/e","2976"
"Sweden (SE)","10.07.2015 04:00 - 10.07.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3990","n/e","5874","247","n/e","n/e","n/e","n/e","2957"
"Sweden (SE)","10.07.2015 05:00 - 10.07.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4189","n/e","5877","247","n/e","n/e","n/e","n/e","2945"
"Sweden (SE)","10.07.2015 06:00 - 10.07.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4973","n/e","5877","250","n/e","n/e","n/e","n/e","2912"
"Sweden (SE)","10.07.2015 07:00 - 10.07.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6317","n/e","5877","255","n/e","n/e","n/e","n/e","2963"
"Sweden (SE)","10.07.2015 08:00 - 10.07.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7000","n/e","5876","255","n/e","n/e","n/e","n/e","3053"
"Sweden (SE)","10.07.2015 09:00 - 10.07.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7338","n/e","5876","269","n/e","n/e","n/e","n/e","3071"
"Sweden (SE)","10.07.2015 10:00 - 10.07.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7210","n/e","5877","262","n/e","n/e","n/e","n/e","3050"
"Sweden (SE)","10.07.2015 11:00 - 10.07.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7225","n/e","5872","263","n/e","n/e","n/e","n/e","3007"
"Sweden (SE)","10.07.2015 12:00 - 10.07.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7317","n/e","5872","263","n/e","n/e","n/e","n/e","2926"
"Sweden (SE)","10.07.2015 13:00 - 10.07.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7212","n/e","5870","262","n/e","n/e","n/e","n/e","2828"
"Sweden (SE)","10.07.2015 14:00 - 10.07.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7158","n/e","5871","274","n/e","n/e","n/e","n/e","2745"
"Sweden (SE)","10.07.2015 15:00 - 10.07.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7214","n/e","5872","276","n/e","n/e","n/e","n/e","2536"
"Sweden (SE)","10.07.2015 16:00 - 10.07.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6965","n/e","5868","273","n/e","n/e","n/e","n/e","2433"
"Sweden (SE)","10.07.2015 17:00 - 10.07.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7011","n/e","5871","273","n/e","n/e","n/e","n/e","2300"
"Sweden (SE)","10.07.2015 18:00 - 10.07.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7133","n/e","5871","264","n/e","n/e","n/e","n/e","2214"
"Sweden (SE)","10.07.2015 19:00 - 10.07.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7313","n/e","5875","265","n/e","n/e","n/e","n/e","1962"
"Sweden (SE)","10.07.2015 20:00 - 10.07.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7453","n/e","5876","261","n/e","n/e","n/e","n/e","1927"
"Sweden (SE)","10.07.2015 21:00 - 10.07.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7423","n/e","5875","264","n/e","n/e","n/e","n/e","1836"
"Sweden (SE)","10.07.2015 22:00 - 10.07.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7290","n/e","5877","262","n/e","n/e","n/e","n/e","1860"
"Sweden (SE)","10.07.2015 23:00 - 11.07.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7006","n/e","5876","263","n/e","n/e","n/e","n/e","1974"
"Sweden (SE)","11.07.2015 00:00 - 11.07.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7042","n/e","5874","258","n/e","n/e","n/e","n/e","1962"
"Sweden (SE)","11.07.2015 01:00 - 11.07.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6654","n/e","5871","255","n/e","n/e","n/e","n/e","1965"
"Sweden (SE)","11.07.2015 02:00 - 11.07.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6340","n/e","5873","255","n/e","n/e","n/e","n/e","2036"
"Sweden (SE)","11.07.2015 03:00 - 11.07.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6269","n/e","5881","258","n/e","n/e","n/e","n/e","1934"
"Sweden (SE)","11.07.2015 04:00 - 11.07.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6226","n/e","5881","257","n/e","n/e","n/e","n/e","1821"
"Sweden (SE)","11.07.2015 05:00 - 11.07.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6294","n/e","5883","257","n/e","n/e","n/e","n/e","1670"
"Sweden (SE)","11.07.2015 06:00 - 11.07.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7187","n/e","5882","259","n/e","n/e","n/e","n/e","1342"
"Sweden (SE)","11.07.2015 07:00 - 11.07.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7602","n/e","5884","258","n/e","n/e","n/e","n/e","945"
"Sweden (SE)","11.07.2015 08:00 - 11.07.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7977","n/e","5881","261","n/e","n/e","n/e","n/e","762"
"Sweden (SE)","11.07.2015 09:00 - 11.07.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8369","n/e","5878","265","n/e","n/e","n/e","n/e","560"
"Sweden (SE)","11.07.2015 10:00 - 11.07.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8471","n/e","5873","267","n/e","n/e","n/e","n/e","476"
"Sweden (SE)","11.07.2015 11:00 - 11.07.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8470","n/e","5871","261","n/e","n/e","n/e","n/e","424"
"Sweden (SE)","11.07.2015 12:00 - 11.07.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8500","n/e","5872","259","n/e","n/e","n/e","n/e","402"
"Sweden (SE)","11.07.2015 13:00 - 11.07.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8568","n/e","5871","258","n/e","n/e","n/e","n/e","403"
"Sweden (SE)","11.07.2015 14:00 - 11.07.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8546","n/e","5871","259","n/e","n/e","n/e","n/e","416"
"Sweden (SE)","11.07.2015 15:00 - 11.07.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8534","n/e","5867","259","n/e","n/e","n/e","n/e","408"
"Sweden (SE)","11.07.2015 16:00 - 11.07.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8537","n/e","5865","263","n/e","n/e","n/e","n/e","406"
"Sweden (SE)","11.07.2015 17:00 - 11.07.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8376","n/e","5864","256","n/e","n/e","n/e","n/e","421"
"Sweden (SE)","11.07.2015 18:00 - 11.07.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8519","n/e","5863","254","n/e","n/e","n/e","n/e","393"
"Sweden (SE)","11.07.2015 19:00 - 11.07.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8454","n/e","5862","256","n/e","n/e","n/e","n/e","351"
"Sweden (SE)","11.07.2015 20:00 - 11.07.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8234","n/e","5863","252","n/e","n/e","n/e","n/e","323"
"Sweden (SE)","11.07.2015 21:00 - 11.07.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8170","n/e","5863","255","n/e","n/e","n/e","n/e","344"
"Sweden (SE)","11.07.2015 22:00 - 11.07.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7995","n/e","5866","252","n/e","n/e","n/e","n/e","358"
"Sweden (SE)","11.07.2015 23:00 - 12.07.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7869","n/e","5870","253","n/e","n/e","n/e","n/e","371"
"Sweden (SE)","12.07.2015 00:00 - 12.07.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7581","n/e","5868","246","n/e","n/e","n/e","n/e","418"
"Sweden (SE)","12.07.2015 01:00 - 12.07.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7300","n/e","5870","244","n/e","n/e","n/e","n/e","435"
"Sweden (SE)","12.07.2015 02:00 - 12.07.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7144","n/e","5872","243","n/e","n/e","n/e","n/e","395"
"Sweden (SE)","12.07.2015 03:00 - 12.07.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6962","n/e","5872","246","n/e","n/e","n/e","n/e","385"
"Sweden (SE)","12.07.2015 04:00 - 12.07.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6914","n/e","5871","246","n/e","n/e","n/e","n/e","368"
"Sweden (SE)","12.07.2015 05:00 - 12.07.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6912","n/e","5874","246","n/e","n/e","n/e","n/e","346"
"Sweden (SE)","12.07.2015 06:00 - 12.07.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7099","n/e","5874","247","n/e","n/e","n/e","n/e","295"
"Sweden (SE)","12.07.2015 07:00 - 12.07.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7388","n/e","5873","246","n/e","n/e","n/e","n/e","241"
"Sweden (SE)","12.07.2015 08:00 - 12.07.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7893","n/e","5868","245","n/e","n/e","n/e","n/e","206"
"Sweden (SE)","12.07.2015 09:00 - 12.07.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8635","n/e","5864","250","n/e","n/e","n/e","n/e","190"
"Sweden (SE)","12.07.2015 10:00 - 12.07.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8765","n/e","5858","255","n/e","n/e","n/e","n/e","198"
"Sweden (SE)","12.07.2015 11:00 - 12.07.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8938","n/e","5858","256","n/e","n/e","n/e","n/e","220"
"Sweden (SE)","12.07.2015 12:00 - 12.07.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8749","n/e","5858","256","n/e","n/e","n/e","n/e","235"
"Sweden (SE)","12.07.2015 13:00 - 12.07.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8656","n/e","5861","256","n/e","n/e","n/e","n/e","211"
"Sweden (SE)","12.07.2015 14:00 - 12.07.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8596","n/e","5865","258","n/e","n/e","n/e","n/e","225"
"Sweden (SE)","12.07.2015 15:00 - 12.07.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8601","n/e","5863","258","n/e","n/e","n/e","n/e","246"
"Sweden (SE)","12.07.2015 16:00 - 12.07.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8622","n/e","5863","255","n/e","n/e","n/e","n/e","251"
"Sweden (SE)","12.07.2015 17:00 - 12.07.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8671","n/e","5858","256","n/e","n/e","n/e","n/e","243"
"Sweden (SE)","12.07.2015 18:00 - 12.07.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8771","n/e","5861","254","n/e","n/e","n/e","n/e","237"
"Sweden (SE)","12.07.2015 19:00 - 12.07.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8715","n/e","5861","254","n/e","n/e","n/e","n/e","217"
"Sweden (SE)","12.07.2015 20:00 - 12.07.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8691","n/e","5860","246","n/e","n/e","n/e","n/e","213"
"Sweden (SE)","12.07.2015 21:00 - 12.07.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8641","n/e","5861","250","n/e","n/e","n/e","n/e","203"
"Sweden (SE)","12.07.2015 22:00 - 12.07.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8387","n/e","5860","247","n/e","n/e","n/e","n/e","220"
"Sweden (SE)","12.07.2015 23:00 - 13.07.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7844","n/e","5864","248","n/e","n/e","n/e","n/e","254"
"Sweden (SE)","13.07.2015 00:00 - 13.07.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7266","n/e","5880","247","n/e","n/e","n/e","n/e","276"
"Sweden (SE)","13.07.2015 01:00 - 13.07.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7004","n/e","5878","244","n/e","n/e","n/e","n/e","280"
"Sweden (SE)","13.07.2015 02:00 - 13.07.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6979","n/e","5879","240","n/e","n/e","n/e","n/e","271"
"Sweden (SE)","13.07.2015 03:00 - 13.07.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6976","n/e","5880","243","n/e","n/e","n/e","n/e","259"
"Sweden (SE)","13.07.2015 04:00 - 13.07.2015 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6976","n/e","5876","240","n/e","n/e","n/e","n/e","245"
"Sweden (SE)","13.07.2015 05:00 - 13.07.2015 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7204","n/e","5875","241","n/e","n/e","n/e","n/e","202"
"Sweden (SE)","13.07.2015 06:00 - 13.07.2015 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7872","n/e","5973","248","n/e","n/e","n/e","n/e","146"
"Sweden (SE)","13.07.2015 07:00 - 13.07.2015 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8292","n/e","6109","256","n/e","n/e","n/e","n/e","99"
"Sweden (SE)","13.07.2015 08:00 - 13.07.2015 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8544","n/e","6106","258","n/e","n/e","n/e","n/e","83"
"Sweden (SE)","13.07.2015 09:00 - 13.07.2015 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8808","n/e","6110","272","n/e","n/e","n/e","n/e","101"
"Sweden (SE)","13.07.2015 10:00 - 13.07.2015 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8896","n/e","6112","277","n/e","n/e","n/e","n/e","115"
"Sweden (SE)","13.07.2015 11:00 - 13.07.2015 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8841","n/e","6108","247","n/e","n/e","n/e","n/e","143"
"Sweden (SE)","13.07.2015 12:00 - 13.07.2015 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8972","n/e","6106","274","n/e","n/e","n/e","n/e","223"
"Sweden (SE)","13.07.2015 13:00 - 13.07.2015 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8885","n/e","6099","277","n/e","n/e","n/e","n/e","295"
"Sweden (SE)","13.07.2015 14:00 - 13.07.2015 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8625","n/e","6096","280","n/e","n/e","n/e","n/e","387"
"Sweden (SE)","13.07.2015 15:00 - 13.07.2015 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8967","n/e","6096","280","n/e","n/e","n/e","n/e","374"
"Sweden (SE)","13.07.2015 16:00 - 13.07.2015 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8986","n/e","6097","276","n/e","n/e","n/e","n/e","358"
"Sweden (SE)","13.07.2015 17:00 - 13.07.2015 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8923","n/e","6094","277","n/e","n/e","n/e","n/e","347"
"Sweden (SE)","13.07.2015 18:00 - 13.07.2015 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8904","n/e","6096","263","n/e","n/e","n/e","n/e","271"
"Sweden (SE)","13.07.2015 19:00 - 13.07.2015 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8730","n/e","6097","267","n/e","n/e","n/e","n/e","280"
"Sweden (SE)","13.07.2015 20:00 - 13.07.2015 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8622","n/e","6098","263","n/e","n/e","n/e","n/e","251"
"Sweden (SE)","13.07.2015 21:00 - 13.07.2015 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8450","n/e","6100","266","n/e","n/e","n/e","n/e","289"
"Sweden (SE)","13.07.2015 22:00 - 13.07.2015 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8311","n/e","6096","259","n/e","n/e","n/e","n/e","338"
"Sweden (SE)","13.07.2015 23:00 - 14.07.2015 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8142","n/e","6095","256","n/e","n/e","n/e","n/e","417"
"Sweden (SE)","14.07.2015 00:00 - 14.07.2015 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7691","n/e","6096","225","n/e","n/e","n/e","n/e","438"
"Sweden (SE)","14.07.2015 01:00 - 14.07.2015 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7272","n/e","6098","226","n/e","n/e","n/e","n/e","469"
"Sweden (SE)","14.07.2015 02:00 - 14.07.2015 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7210","n/e","6188","225","n/e","n/e","n/e","n/e","436"
"Sweden (SE)","14.07.2015 03:00 - 14.07.2015 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7159","n/e","6201","224","n/e","n/e","n/e","n/e","423"
